Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,exposure,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,LINE,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study
SRR16502500,RNA-Seq,125,2221450500,PRJNA773066,SAMN22426891,1026127552,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705348,10% EtOH in growth media,GSM5641274,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,375,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641274,male,Whole fly,SRP342318
SRR16502501,RNA-Seq,125,1962283375,PRJNA773066,SAMN22426892,905119777,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705349,10% EtOH in growth media,GSM5641275,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,379,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641275,female,Whole fly,SRP342318
SRR16502502,RNA-Seq,125,2200441000,PRJNA773066,SAMN22426893,979987031,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705350,10% EtOH in growth media,GSM5641276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,379,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641276,female,Whole fly,SRP342318
SRR16502503,RNA-Seq,125,2146254250,PRJNA773066,SAMN22426894,1019297187,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705351,10% EtOH in growth media,GSM5641277,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,379,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641277,male,Whole fly,SRP342318
SRR16502504,RNA-Seq,125,2112252875,PRJNA773066,SAMN22427216,964677665,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705352,10% EtOH in growth media,GSM5641278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,379,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641278,male,Whole fly,SRP342318
SRR16502505,RNA-Seq,125,2300125625,PRJNA773066,SAMN22427217,1068396949,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705353,10% EtOH in growth media,GSM5641279,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,380,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641279,female,Whole fly,SRP342318
SRR16502506,RNA-Seq,125,2173230500,PRJNA773066,SAMN22427218,977518621,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705354,10% EtOH in growth media,GSM5641280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,380,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641280,female,Whole fly,SRP342318
SRR16502507,RNA-Seq,125,2339329500,PRJNA773066,SAMN22427219,1112364538,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705355,10% EtOH in growth media,GSM5641281,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,380,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641281,male,Whole fly,SRP342318
SRR16502508,RNA-Seq,125,2192328125,PRJNA773066,SAMN22427220,1019038836,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705356,10% EtOH in growth media,GSM5641282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,380,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641282,male,Whole fly,SRP342318
SRR16502509,RNA-Seq,125,2507976500,PRJNA773066,SAMN22427221,1164869436,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705357,10% EtOH in growth media,GSM5641283,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,382,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641283,female,Whole fly,SRP342318
SRR16502510,RNA-Seq,125,2091533500,PRJNA773066,SAMN22427222,936374202,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705358,10% EtOH in growth media,GSM5641284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,382,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641284,female,Whole fly,SRP342318
SRR16502511,RNA-Seq,125,2173577750,PRJNA773066,SAMN22427223,1036280080,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705359,10% EtOH in growth media,GSM5641285,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,382,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641285,male,Whole fly,SRP342318
SRR16502512,RNA-Seq,125,2049953250,PRJNA773066,SAMN22427224,942671003,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705360,10% EtOH in growth media,GSM5641286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,382,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641286,male,Whole fly,SRP342318
SRR16502513,RNA-Seq,125,1217002375,PRJNA773066,SAMN22427225,552213153,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705361,10% EtOH in growth media,GSM5641287,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,383,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641287,female,Whole fly,SRP342318
SRR16502514,RNA-Seq,125,2077732000,PRJNA773066,SAMN22427226,944134624,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705362,10% EtOH in growth media,GSM5641288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,383,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641288,female,Whole fly,SRP342318
SRR16502515,RNA-Seq,125,1384553375,PRJNA773066,SAMN22427227,595279440,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705363,10% EtOH in growth media,GSM5641289,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,383,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641289,male,Whole fly,SRP342318
SRR16502516,RNA-Seq,125,1834224125,PRJNA773066,SAMN22427228,829574160,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705364,10% EtOH in growth media,GSM5641290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,383,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641290,male,Whole fly,SRP342318
SRR16502517,RNA-Seq,125,2786956875,PRJNA773066,SAMN22427229,1343895333,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705365,10% EtOH in growth media,GSM5641291,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,385,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641291,female,Whole fly,SRP342318
SRR16502518,RNA-Seq,125,1928113125,PRJNA773066,SAMN22427230,868305881,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705366,10% EtOH in growth media,GSM5641292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,385,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641292,female,Whole fly,SRP342318
SRR16502519,RNA-Seq,125,1349951875,PRJNA773066,SAMN22427231,603009022,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705367,10% EtOH in growth media,GSM5641293,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,385,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641293,male,Whole fly,SRP342318
SRR16502520,RNA-Seq,125,1857780125,PRJNA773066,SAMN22427203,829889206,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705368,10% EtOH in growth media,GSM5641294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,385,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641294,male,Whole fly,SRP342318
SRR16502521,RNA-Seq,125,1174998000,PRJNA773066,SAMN22427204,514231898,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705369,10% EtOH in growth media,GSM5641295,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,386,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641295,female,Whole fly,SRP342318
SRR16502522,RNA-Seq,125,2323546000,PRJNA773066,SAMN22427205,1050697407,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705370,10% EtOH in growth media,GSM5641296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,386,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641296,female,Whole fly,SRP342318
SRR16502523,RNA-Seq,125,2121299875,PRJNA773066,SAMN22427206,1018982135,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705371,10% EtOH in growth media,GSM5641297,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,386,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641297,male,Whole fly,SRP342318
SRR16502524,RNA-Seq,125,2356402500,PRJNA773066,SAMN22427207,1091524579,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705372,10% EtOH in growth media,GSM5641298,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,386,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641298,male,Whole fly,SRP342318
SRR16502525,RNA-Seq,125,1567901125,PRJNA773066,SAMN22427208,688033202,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705373,10% EtOH in growth media,GSM5641299,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,399,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641299,female,Whole fly,SRP342318
SRR16502526,RNA-Seq,125,2030594750,PRJNA773066,SAMN22427209,913562631,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705374,10% EtOH in growth media,GSM5641300,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,399,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641300,female,Whole fly,SRP342318
SRR16502527,RNA-Seq,125,2217610750,PRJNA773066,SAMN22427210,1058615408,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705375,10% EtOH in growth media,GSM5641301,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,399,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641301,male,Whole fly,SRP342318
SRR16502528,RNA-Seq,125,1873709000,PRJNA773066,SAMN22427211,864159375,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705376,10% EtOH in growth media,GSM5641302,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,399,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641302,male,Whole fly,SRP342318
SRR16502529,RNA-Seq,125,2451022750,PRJNA773066,SAMN22427212,1177924058,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705377,10% EtOH in growth media,GSM5641303,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,406,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641303,female,Whole fly,SRP342318
SRR16502530,RNA-Seq,125,2015123125,PRJNA773066,SAMN22427213,909711240,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705378,10% EtOH in growth media,GSM5641304,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,406,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641304,female,Whole fly,SRP342318
SRR16502531,RNA-Seq,125,2301337500,PRJNA773066,SAMN22427214,1100381162,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705379,10% EtOH in growth media,GSM5641305,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,406,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641305,male,Whole fly,SRP342318
SRR16502532,RNA-Seq,125,2047124500,PRJNA773066,SAMN22427215,947874857,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705380,10% EtOH in growth media,GSM5641306,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,406,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641306,male,Whole fly,SRP342318
SRR16502533,RNA-Seq,125,2421064750,PRJNA773066,SAMN22426979,1108965920,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705381,10% EtOH in growth media,GSM5641307,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,40,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641307,female,Whole fly,SRP342318
SRR16502534,RNA-Seq,125,2304609500,PRJNA773066,SAMN22426980,1069941678,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705382,10% EtOH in growth media,GSM5641308,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,40,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641308,female,Whole fly,SRP342318
SRR16502535,RNA-Seq,125,2209695125,PRJNA773066,SAMN22426981,1024810617,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705383,10% EtOH in growth media,GSM5641309,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,40,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641309,male,Whole fly,SRP342318
SRR16502536,RNA-Seq,125,2074526250,PRJNA773066,SAMN22426982,994608705,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705384,10% EtOH in growth media,GSM5641310,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,40,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641310,male,Whole fly,SRP342318
SRR16502537,RNA-Seq,125,1693528500,PRJNA773066,SAMN22426983,736995782,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705385,10% EtOH in growth media,GSM5641311,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,427,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641311,female,Whole fly,SRP342318
SRR16502538,RNA-Seq,125,1843883875,PRJNA773066,SAMN22426984,825517241,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705386,10% EtOH in growth media,GSM5641312,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,427,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641312,female,Whole fly,SRP342318
SRR16502540,RNA-Seq,125,1981055250,PRJNA773066,SAMN22426986,915309483,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705388,10% EtOH in growth media,GSM5641314,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,427,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641314,male,Whole fly,SRP342318
SRR16502541,RNA-Seq,125,2016798750,PRJNA773066,SAMN22426987,957523672,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705389,10% EtOH in growth media,GSM5641315,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,437,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641315,female,Whole fly,SRP342318
SRR16502542,RNA-Seq,125,1914606375,PRJNA773066,SAMN22426988,859012223,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705390,10% EtOH in growth media,GSM5641316,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,437,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641316,female,Whole fly,SRP342318
SRR16502543,RNA-Seq,125,2094666750,PRJNA773066,SAMN22426989,999382867,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705391,10% EtOH in growth media,GSM5641317,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,437,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641317,male,Whole fly,SRP342318
SRR16502544,RNA-Seq,125,2258539250,PRJNA773066,SAMN22426990,1043226845,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705392,10% EtOH in growth media,GSM5641318,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,437,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641318,male,Whole fly,SRP342318
SRR16502545,RNA-Seq,125,1290803000,PRJNA773066,SAMN22426991,558726852,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705393,10% EtOH in growth media,GSM5641319,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,439,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641319,female,Whole fly,SRP342318
SRR16502546,RNA-Seq,125,2678973250,PRJNA773066,SAMN22426992,1175325411,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705394,10% EtOH in growth media,GSM5641320,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,439,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641320,female,Whole fly,SRP342318
SRR16502547,RNA-Seq,125,2301427750,PRJNA773066,SAMN22426993,1104072994,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705395,10% EtOH in growth media,GSM5641321,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,439,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641321,male,Whole fly,SRP342318
SRR16502548,RNA-Seq,125,2039913000,PRJNA773066,SAMN22426994,949278055,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705396,10% EtOH in growth media,GSM5641322,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,439,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641322,male,Whole fly,SRP342318
SRR16502549,RNA-Seq,125,1473887250,PRJNA773066,SAMN22426995,666457188,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705397,10% EtOH in growth media,GSM5641323,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,441,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641323,female,Whole fly,SRP342318
SRR16502550,RNA-Seq,125,2240865875,PRJNA773066,SAMN22426996,1071042265,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705398,10% EtOH in growth media,GSM5641324,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,441,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641324,female,Whole fly,SRP342318
SRR16502551,RNA-Seq,125,2152524375,PRJNA773066,SAMN22426997,1034086156,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705399,10% EtOH in growth media,GSM5641325,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,441,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641325,male,Whole fly,SRP342318
SRR16502552,RNA-Seq,125,1976251625,PRJNA773066,SAMN22426998,908516973,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705400,10% EtOH in growth media,GSM5641326,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,441,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641326,male,Whole fly,SRP342318
SRR16502553,RNA-Seq,125,1914068500,PRJNA773066,SAMN22426999,866656315,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705401,10% EtOH in growth media,GSM5641327,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,45,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641327,female,Whole fly,SRP342318
SRR16502554,RNA-Seq,125,2143814250,PRJNA773066,SAMN22427000,980227990,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705402,10% EtOH in growth media,GSM5641328,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,45,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641328,female,Whole fly,SRP342318
SRR16502555,RNA-Seq,125,2276007875,PRJNA773066,SAMN22427001,1070903885,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705403,10% EtOH in growth media,GSM5641329,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,45,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641329,male,Whole fly,SRP342318
SRR16502556,RNA-Seq,125,1969760250,PRJNA773066,SAMN22427019,941442844,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705404,10% EtOH in growth media,GSM5641330,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,45,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641330,male,Whole fly,SRP342318
SRR16502557,RNA-Seq,125,1436264375,PRJNA773066,SAMN22427144,646456588,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705405,10% EtOH in growth media,GSM5641331,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,461,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641331,female,Whole fly,SRP342318
SRR16502558,RNA-Seq,125,2275488875,PRJNA773066,SAMN22427020,1087563673,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705406,10% EtOH in growth media,GSM5641332,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,461,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641332,female,Whole fly,SRP342318
SRR16502559,RNA-Seq,125,2292168250,PRJNA773066,SAMN22427021,1096734176,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705407,10% EtOH in growth media,GSM5641333,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,461,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641333,male,Whole fly,SRP342318
SRR16502560,RNA-Seq,125,2279755750,PRJNA773066,SAMN22427022,1058262309,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705408,10% EtOH in growth media,GSM5641334,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,461,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641334,male,Whole fly,SRP342318
SRR16502561,RNA-Seq,125,1321059500,PRJNA773066,SAMN22427023,593729763,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705409,10% EtOH in growth media,GSM5641335,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,486,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641335,female,Whole fly,SRP342318
SRR16502562,RNA-Seq,125,2214786375,PRJNA773066,SAMN22427024,1053951735,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705410,10% EtOH in growth media,GSM5641336,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,486,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641336,female,Whole fly,SRP342318
SRR16502563,RNA-Seq,125,2090201625,PRJNA773066,SAMN22427025,996698797,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705411,10% EtOH in growth media,GSM5641337,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,486,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641337,male,Whole fly,SRP342318
SRR16502564,RNA-Seq,125,2045629875,PRJNA773066,SAMN22427143,943516217,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705412,10% EtOH in growth media,GSM5641338,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,486,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641338,male,Whole fly,SRP342318
SRR16502565,RNA-Seq,125,1982450125,PRJNA773066,SAMN22427145,914312717,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705413,10% EtOH in growth media,GSM5641339,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,49,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641339,female,Whole fly,SRP342318
SRR16502566,RNA-Seq,125,2211934500,PRJNA773066,SAMN22427146,1032014957,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705414,10% EtOH in growth media,GSM5641340,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,49,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641340,female,Whole fly,SRP342318
SRR16502567,RNA-Seq,125,2225171750,PRJNA773066,SAMN22427147,1045472493,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705415,10% EtOH in growth media,GSM5641341,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,49,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641341,male,Whole fly,SRP342318
SRR16502568,RNA-Seq,125,2218753250,PRJNA773066,SAMN22427148,1062839322,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705416,10% EtOH in growth media,GSM5641342,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,49,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641342,male,Whole fly,SRP342318
SRR16502569,RNA-Seq,125,2645982625,PRJNA773066,SAMN22427133,1162705913,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705417,10% EtOH in growth media,GSM5641343,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,505,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641343,female,Whole fly,SRP342318
SRR16502570,RNA-Seq,125,2140131250,PRJNA773066,SAMN22427134,1035474374,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705418,10% EtOH in growth media,GSM5641344,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,505,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641344,female,Whole fly,SRP342318
